Transaction ID,Member ID,Payment method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Amount Due For Line Item,Actual Paid,Date,Item Type,Applicable Taxes,Item ID,Item Name,Membership Type,Project ID,Project Name,Handled By,Notes,Renewal
402417,465,External Credit/Debit,40.00,,,40.00,40.00,40.00,,,1/4/2017 6:55 PM,,,,,,,,,,
402419,289,,,,,,,,,,1/4/2017 6:57 PM,Loan Return,,3870.0,Serger,,,,jab,,
402419,289,,,,,,,,,,1/4/2017 6:57 PM,Check Out (Renewal),,3870.0,Serger,,,,jab,self-renewal,Renewal
402420,289,,,,,,,,,,1/4/2017 6:57 PM,Loan Return,,2629.0,Sewing Machine,,,,jab,,
402420,289,,,,,,,,,,1/4/2017 6:57 PM,Check Out (Renewal),,2629.0,Sewing Machine,,,,jab,self-renewal,Renewal
402422,465,,,,,,,,,,1/4/2017 7:00 PM,Check Out,,413.0,"Hole Saw, 3-1/2in",,,,Gin,,
402422,465,,,,,,,,,,1/4/2017 7:00 PM,Check Out,,411.0,Circular Saw,,,,Gin,,
402422,465,,,,,,,,,,1/4/2017 7:00 PM,Check Out,,4322.0,Belt Sander,,,,Gin,,
402422,465,,,,,,,,,,1/4/2017 7:00 PM,Check Out,,212.0,Level,,,,Gin,,
402422,465,,,,,,,,,,1/4/2017 7:00 PM,Check Out,,412.0,Level,,,,Gin,,
402424,463,,,,,,,,,,1/4/2017 7:10 PM,Membership Change,,,,regular,,,Gin,,
402424,463,,,,,,,,,,1/4/2017 7:10 PM,Check Out,,5216.0,C-clamp,,,,Gin,,
402424,463,,,,,,,,,,1/4/2017 7:10 PM,Check Out,,415.0,Chisel And Wood File,,,,Gin,,
402424,463,,,,,,,,,,1/4/2017 7:10 PM,Check Out,,414.0,Key Hole Saw,,,,Gin,,
402424,463,,,,,,,,,,1/4/2017 7:10 PM,Check Out,,4465.0,Hand Saw,,,,Gin,,
402424,463,,,,,,,,,,1/4/2017 7:10 PM,Check Out,,4926.0,Chisel,,,,Gin,,
402424,463,,,,,,,,,,1/4/2017 7:10 PM,Check Out,,4930.0,Rasp,,,,Gin,,
402428,447,,,,,1.00,1.00,1.00,1.0,1.00,1/4/2017 7:27 PM,Late Fee,,5082.0,Belt Sander,,,,Gin,,
402428,447,Cash,1.00,,,1.00,1.00,1.00,,,1/4/2017 7:27 PM,,,,,,,,,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,367.0,Wire Cutter,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,4984.0,Needle Nose Pliers / Tweezers,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,4986.0,Magnifying Glass,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,4981.0,Solder Sucker,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,4985.0,Soldering Arm With Magnifying Lens,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,4983.0,Soldering Iron Holster,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,4970.0,Soldering Iron,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,2272.0,Wire Stripper,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Loan Return,,4958.0,Multimeter,,,,Gin,,
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,4958.0,Multimeter,,,,Gin,,Renewal
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,2272.0,Wire Stripper,,,,Gin,,Renewal
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,4970.0,Soldering Iron,,,,Gin,,Renewal
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,4983.0,Soldering Iron Holster,,,,Gin,,Renewal
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,4985.0,Soldering Arm With Magnifying Lens,,,,Gin,,Renewal
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,4981.0,Solder Sucker,,,,Gin,,Renewal
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,4986.0,Magnifying Glass,,,,Gin,,Renewal
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,4984.0,Needle Nose Pliers / Tweezers,,,,Gin,,Renewal
402431,325,,,,,,,,,,1/4/2017 7:50 PM,Check Out (Renewal),,367.0,Wire Cutter,,,,Gin,,Renewal
402443,289,,,,,,,,,,1/4/2017 8:22 PM,Loan Return,,3870.0,Serger,,,,Bil,,
402443,289,,,,,,,,,,1/4/2017 8:22 PM,Loan Return,,2629.0,Sewing Machine,,,,Bil,,
403409,454,,,,,0.30,0.30,0.30,0.3,0.30,1/7/2017 9:07 AM,Late Fee,,368.0,Laser Level,,,,Gin,,
403409,454,Cash,0.30,,,0.30,0.30,0.30,,,1/7/2017 9:07 AM,,,,,,,,,,
403416,457,,,,,,,,,,1/7/2017 9:14 AM,Loan Return,,5145.0,Plane,,,,Gin,,
403416,457,,,,,,,,,,1/7/2017 9:14 AM,Loan Return,,380.0,Respirator,,,,Gin,,
403416,457,,,,,,,,,,1/7/2017 9:14 AM,Loan Return,,5132.0,Heat Gun,,,,Gin,,
403416,457,,,,,,,,,,1/7/2017 9:14 AM,Check Out (Renewal),,380.0,Respirator,,,,Gin,,Renewal
403430,457,,,,,,,,,,1/7/2017 9:19 AM,Check Out,,317.0,Ladder,,,,Gin,,
403491,223,,,,,,,,,,1/7/2017 10:10 AM,Loan Return,,5069.0,Drill Bit Set,,,,Gin,,
403491,223,,,,,,,,,,1/7/2017 10:10 AM,Loan Return,,4520.0,Battery Charger,,,,Gin,,
403491,223,,,,,,,,,,1/7/2017 10:10 AM,Loan Return,,96.0,Level,,,,Gin,,
403491,223,,,,,,,,,,1/7/2017 10:10 AM,Loan Return,,4519.0,Cordless Drill,,,,Gin,,
403526,310,,,,,,,,,,1/7/2017 10:26 AM,Check Out,,4593.0,Push Broom,,,,Gin,,
403581,452,,,,,40.00,40.00,40.00,,40.00,1/7/2017 11:09 AM,Membership Fee,,,,regular,,,Gin,,
403581,452,External Credit/Debit,40.00,,,40.00,40.00,40.00,,,1/7/2017 11:09 AM,,,,,,,,,,
403582,452,,,,,,,,,,1/7/2017 11:09 AM,Check Out,,3873.0,Juicer,,,,Gin,,
403593,466,,,,,,,,,,1/7/2017 11:20 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,hom,,
403625,442,,,,,1.70,,,1.7,1.70,1/7/2017 11:35 AM,Late Fee,,5207.0,Power Sander,,,,Gin,,
403625,442,Discount,,1.70,,1.70,,,,,1/7/2017 11:35 AM,,,,,,,,,,
403677,467,,,,,40.00,40.00,40.00,,40.00,1/7/2017 12:18 PM,Membership Fee,,,,regular,,,Gin,,
403677,467,External Credit/Debit,40.00,,,40.00,40.00,40.00,,,1/7/2017 12:18 PM,,,,,,,,,,
404150,381,,,,,4.20,4.20,,4.2,4.20,1/8/2017 3:39 PM,Late Fee,,140.0,Paint Brush,,,,Gin,,
404150,381,On Account,,,4.20,4.20,4.20,,,,1/8/2017 3:39 PM,,,,,,,,,,
404152,38,,,,,0.40,0.40,,0.4,0.40,1/8/2017 3:43 PM,Late Fee,,257.0,Taping Knife,,,,Gin,,
404152,38,,,,,0.40,0.40,,,,1/8/2017 3:43 PM,Check Out (Renewal),,257.0,Taping Knife,,,,Gin,,Renewal
404152,38,On Account,,,0.40,0.40,0.40,,,,1/8/2017 3:43 PM,,,,,,,,,,
404158,305,,,,,,,,,,1/8/2017 4:05 PM,Loan Return,,4472.0,Cordless Drill,,,,tus,,
404164,261,,,,,,,,,,1/8/2017 4:19 PM,Check Out,,3823.0,Corded Drill,,,,tus,,
404164,261,,,,,,,,,,1/8/2017 4:19 PM,Check Out,,5069.0,Drill Bit Set,,,,tus,,
404164,261,,,,,,,,,,1/8/2017 4:19 PM,Check Out,,4837.0,Stud Finder,,,,tus,,
404172,446,,,,,,,,,,1/8/2017 4:24 PM,Loan Return,,5210.0,Bar Clamp,,,,tus,,
404187,468,,,,,40.00,40.00,40.00,,40.00,1/8/2017 4:55 PM,Membership Fee,,,,regular,,,tus,,
404187,468,PayPal (external),40.00,,,40.00,40.00,40.00,,,1/8/2017 4:55 PM,,,,,,,,,,
404190,443,,,,,1.80,1.80,2.40,0.6,0.60,1/8/2017 5:07 PM,Late Fee,,5155.0,Back Saw,,,,tus,,
404190,443,,,,,1.80,1.80,2.40,0.6,0.60,1/8/2017 5:07 PM,Late Fee,,4346.0,Axe,,,,tus,,
404190,443,,,,,1.80,1.80,2.40,0.6,0.60,1/8/2017 5:07 PM,Late Fee,,5201.0,Reciprocating Saw,,,,tus,,
404190,443,On Account,,,(0.60),1.80,1.80,2.40,,,1/8/2017 5:07 PM,,,,,,,,,,
404190,443,Cash,3.00,,,1.80,1.80,2.40,,,1/8/2017 5:07 PM,,,,,,,,,,
404190,443,Cash,(0.60),,,1.80,1.80,2.40,,,1/8/2017 5:07 PM,,,,,,,,,,
404197,469,,,,,,,,,,1/8/2017 6:06 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,Smi,,
404198,470,,,,,40.00,40.00,40.00,,40.00,1/8/2017 6:10 PM,Membership Fee,,,,regular,,,tus,,
404198,470,PayPal (external),40.00,,,40.00,40.00,40.00,,,1/8/2017 6:10 PM,,,,,,,,,,
404199,470,,,,,,,,,,1/8/2017 6:14 PM,Check Out,,5217.0,Circular Saw,,,,tus,,
404199,470,,,,,,,,,,1/8/2017 6:14 PM,Check Out,,5091.0,Angle Grinder,,,,tus,,
404199,470,,,,,,,,,,1/8/2017 6:14 PM,Check Out,,660.0,Pipe Wrench,,,,tus,,
404199,470,,,,,,,,,,1/8/2017 6:14 PM,Check Out,,4332.0,Pipe Wrench,,,,tus,,
404199,470,,,,,,,,,,1/8/2017 6:14 PM,Check Out,,305.0,Nail Gun,,,,tus,,
404199,470,,,,,,,,,,1/8/2017 6:14 PM,Check Out,,363.0,Air Compressor,,,,tus,,
404201,469,,,,,40.00,40.00,40.00,,40.00,1/8/2017 6:30 PM,Membership Fee,,,,regular,,,tus,,
404201,469,PayPal (external),40.00,,,40.00,40.00,40.00,,,1/8/2017 6:30 PM,,,,,,,,,,
404202,195,,,,,7.20,,,3.6,3.60,1/8/2017 6:34 PM,Late Fee,,5077.0,Bit Set,,,,tus,,
404202,195,,,,,7.20,,,3.6,3.60,1/8/2017 6:34 PM,Late Fee,,4686.0,Dremel Set,,,,tus,,
404202,195,Discount,,7.20,,7.20,,,,,1/8/2017 6:34 PM,,,,,,,,,Waiving these for Bryan,
404203,471,,,,,,,,,,1/8/2017 6:36 PM,Membership Change,,,,regular,,,tus,,
404204,195,,,,,,,,,,1/8/2017 6:39 PM,Check Out,,5219.0,Window Cleaning Wand,,,,tus,,
404204,195,,,,,,,,,,1/8/2017 6:39 PM,Check Out,,4704.0,Jigsaw,,,,tus,,
404204,195,,,,,,,,,,1/8/2017 6:39 PM,Check Out,,4612.0,Corded Drill,,,,tus,,
404204,195,,,,,,,,,,1/8/2017 6:39 PM,Check Out,,3754.0,Skilsaw,,,,tus,,
404204,195,,,,,,,,,,1/8/2017 6:39 PM,Check Out,,354.0,Squeegee,,,,tus,,
404205,471,,,,,,,,,,1/8/2017 6:41 PM,Check Out,,5218.0,Phillips Screwdriver,,,,tus,,
404206,469,,,,,,,,,,1/8/2017 6:46 PM,Check Out,,4840.0,Power Sander,,,,tus,,
404206,469,,,,,,,,,,1/8/2017 6:46 PM,Check Out,,316.0,Extension Cord,,,,tus,,
404206,469,,,,,,,,,,1/8/2017 6:46 PM,Check Out,,5014.0,Profile Sander,,,,tus,,
404208,472,,,,,50.00,50.00,50.00,,50.00,1/8/2017 7:23 PM,Membership Fee,,,,regular,,,tus,,
404208,472,Cash,50.00,,,50.00,50.00,50.00,,,1/8/2017 7:23 PM,,,,,,,,,,
404209,472,,,,,,,,,,1/8/2017 7:23 PM,Check Out,,5041.0,Quick Grip Clamp,,,,tus,,
404209,472,,,,,,,,,,1/8/2017 7:23 PM,Check Out,,5120.0,Quick Grip Clamp,,,,tus,,
404934,473,,,,,,,,,,1/9/2017 9:19 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,xst,,
405926,474,,,,,,,,,,1/11/2017 7:28 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jhu,,
406386,426,,,,,,,,,,1/11/2017 6:06 PM,Check Out,,4633.0,Staple Gun,,,,Gin,,
406399,149,,,,,,,,,,1/11/2017 6:41 PM,Check Out,,4675.0,Quick Grip Clamp,,,,Gin,,
406399,149,,,,,,,,,,1/11/2017 6:41 PM,Check Out,,364.0,Quick Grip Clamp,,,,Gin,,
406399,149,,,,,,,,,,1/11/2017 6:41 PM,Check Out,,4676.0,Quick Grip Clamp,,,,Gin,,
406399,149,,,,,,,,,,1/11/2017 6:41 PM,Check Out,,420.0,Quick Grip Clamp,,,,Gin,,
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Loan Return,,5216.0,C-clamp,,,,Gin,,
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Loan Return,,415.0,Chisel And Wood File,,,,Gin,,
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Loan Return,,414.0,Key Hole Saw,,,,Gin,,
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Loan Return,,4465.0,Hand Saw,,,,Gin,,
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Loan Return,,4926.0,Chisel,,,,Gin,,
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Loan Return,,4930.0,Rasp,,,,Gin,,
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Check Out (Renewal),,4930.0,Rasp,,,,Gin,,Renewal
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Check Out (Renewal),,4926.0,Chisel,,,,Gin,,Renewal
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Check Out (Renewal),,414.0,Key Hole Saw,,,,Gin,,Renewal
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Check Out (Renewal),,415.0,Chisel And Wood File,,,,Gin,,Renewal
406401,463,,,,,,,,,,1/11/2017 6:42 PM,Check Out (Renewal),,5216.0,C-clamp,,,,Gin,,Renewal
406403,463,,,,,,,,,,1/11/2017 6:45 PM,Check Out,,5155.0,Back Saw,,,,Gin,,
406403,463,,,,,,,,,,1/11/2017 6:45 PM,Check Out,,5072.0,"Hand Saw, Angled Handle",,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,4958.0,Multimeter,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,2272.0,Wire Stripper,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,4970.0,Soldering Iron,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,4983.0,Soldering Iron Holster,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,4985.0,Soldering Arm With Magnifying Lens,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,4981.0,Solder Sucker,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,4986.0,Magnifying Glass,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,4984.0,Needle Nose Pliers / Tweezers,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Loan Return,,367.0,Wire Cutter,,,,Gin,,
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,367.0,Wire Cutter,,,,Gin,,Renewal
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,4984.0,Needle Nose Pliers / Tweezers,,,,Gin,,Renewal
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,4986.0,Magnifying Glass,,,,Gin,,Renewal
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,4981.0,Solder Sucker,,,,Gin,,Renewal
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,4985.0,Soldering Arm With Magnifying Lens,,,,Gin,,Renewal
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,4983.0,Soldering Iron Holster,,,,Gin,,Renewal
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,4970.0,Soldering Iron,,,,Gin,,Renewal
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,2272.0,Wire Stripper,,,,Gin,,Renewal
406408,325,,,,,,,,,,1/11/2017 6:49 PM,Check Out (Renewal),,4958.0,Multimeter,,,,Gin,,Renewal
406411,464,,,,,,,,,,1/11/2017 6:56 PM,Loan Return,,4935.0,Drill Bit & Screwdriver Set,,,,Gin,,
406411,464,,,,,,,,,,1/11/2017 6:56 PM,Loan Return,,5001.0,Rotary Hammer Drill [lost],,,,Gin,,
406412,475,,,,,20.00,20.00,20.00,,20.00,1/11/2017 7:02 PM,Membership Fee,,,,regular,,,Gin,,
406412,475,Cash,20.00,,,20.00,20.00,20.00,,,1/11/2017 7:02 PM,,,,,,,,,,
406415,452,,,,,,,,,,1/11/2017 7:06 PM,Loan Return,,3873.0,Juicer,,,,Gin,,
406417,460,,,,,0.30,0.30,,0.3,0.30,1/11/2017 7:15 PM,Late Fee,,4751.0,Miter Saw,,,,Bil,,
406417,460,On Account,,,0.30,0.30,0.30,,,,1/11/2017 7:15 PM,,,,,,,,,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,4677.0,Table,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,275.0,Table,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,431.0,Air Hose,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,430.0,Extension Cord,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,428.0,File,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,429.0,File,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,427.0,Power Strip,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,426.0,Plane,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,654.0,"Finish Nailer, Pneumatic",,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,423.0,"Angle Drill, Pneumatic",,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,422.0,Flat Bar Clamp,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,5092.0,Fan,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,21.0,Hot Scraper,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,4630.0,Circular Saw,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,4458.0,Drill Press (12 In.),,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,3830.0,Buffer,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,4992.0,Planer,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,421.0,Bench Mount Vise,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,315.0,Extension Cord,,,,Gin,,
406419,368,,,,,,,,,,1/11/2017 7:28 PM,Check Out,,4941.0,Extension Cord,,,,Gin,,
406419,368,On Account,,,,,,,,,1/11/2017 7:28 PM,,,,,,,,,,
406422,470,,,,,,,,,,1/11/2017 7:50 PM,Check Out,,5220.0,Pipe Cutter (Hand),,,,Gin,,
406422,470,,,,,,,,,,1/11/2017 7:50 PM,Check Out,,5221.0,Square,,,,Gin,,
406424,344,,,,,0.10,0.10,1.30,0.1,0.10,1/11/2017 7:55 PM,Late Fee,,361.0,Bucket,,,,Gin,,
406424,344,On Account,,,(1.20),0.10,0.10,1.30,,,1/11/2017 7:55 PM,,,,,,,,,,
406424,344,Cash,1.30,,,0.10,0.10,1.30,,,1/11/2017 7:55 PM,,,,,,,,,,
406425,214,,,,,,,,,,1/11/2017 7:58 PM,Check Out,,3876.0,Heat Gun [lost],,,,Gin,,
406425,214,,,,,,,,,,1/11/2017 7:58 PM,Check Out,,4446.0,Scraper,,,,Gin,,
406426,465,,,,,,,,,,1/11/2017 8:05 PM,Loan Return,,413.0,"Hole Saw, 3-1/2in",,,,Gin,,
406426,465,,,,,,,,,,1/11/2017 8:05 PM,Loan Return,,411.0,Circular Saw,,,,Gin,,
406426,465,,,,,,,,,,1/11/2017 8:05 PM,Loan Return,,4322.0,Belt Sander,,,,Gin,,
406426,465,,,,,,,,,,1/11/2017 8:05 PM,Loan Return,,212.0,Level,,,,Gin,,
406426,465,,,,,,,,,,1/11/2017 8:05 PM,Loan Return,,412.0,Level,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Loan Return,,5217.0,Circular Saw,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Loan Return,,5091.0,Angle Grinder,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Loan Return,,660.0,Pipe Wrench,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Loan Return,,4332.0,Pipe Wrench,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Loan Return,,305.0,Nail Gun,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Loan Return,,363.0,Air Compressor,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out,,5190.0,Multitool BATT_C 14.4V,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out,,215.0,"Shop Vac, Wet Only, 8 Gal",,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out,,3762.0,Pipe Wrench,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out,,4137.0,Pipe Wrench,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out,,4779.0,Corded Drill,,,,Gin,,
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out (Renewal),,363.0,Air Compressor,,,,Gin,,Renewal
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out (Renewal),,305.0,Nail Gun,,,,Gin,,Renewal
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out (Renewal),,4332.0,Pipe Wrench,,,,Gin,,Renewal
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out (Renewal),,660.0,Pipe Wrench,,,,Gin,,Renewal
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out (Renewal),,5091.0,Angle Grinder,,,,Gin,,Renewal
406427,470,,,,,,,,,,1/11/2017 8:15 PM,Check Out (Renewal),,5217.0,Circular Saw,,,,Gin,,Renewal
406428,156,,,,,,,,,,1/11/2017 8:21 PM,Check Out,,5222.0,Mud Pan,,,,Gin,,
406428,156,,,,,,,,,,1/11/2017 8:21 PM,Check Out,,4066.0,Notched Trowel,,,,Gin,,
